sample,study,cohort,MGMT_mRNA
TCGA-EM-A3FM-01,THCA,non-glioma,10.5479
TCGA-DJ-A13O-01,THCA,non-glioma,10.7894
TCGA-DJ-A3V0-01,THCA,non-glioma,10.9379
TCGA-BJ-A0Z0-01,THCA,non-glioma,9.5537
TCGA-BJ-A0ZC-01,THCA,non-glioma,9.6683
TCGA-DJ-A4V5-01,THCA,non-glioma,9.6921
TCGA-DJ-A2PO-01,THCA,non-glioma,9.8786
TCGA-FY-A76V-01,THCA,non-glioma,9.8372
TCGA-DJ-A2Q4-01,THCA,non-glioma,10.2591
TCGA-BJ-A3PU-01,THCA,non-glioma,10.7707
TCGA-DJ-A3VB-01,THCA,non-glioma,10.711
TCGA-EM-A22M-01,THCA,non-glioma,10.5123
TCGA-BJ-A3EZ-01,THCA,non-glioma,10.0776
TCGA-DJ-A2Q5-01,THCA,non-glioma,10.2308
TCGA-FK-A4UB-01,THCA,non-glioma,10.9809
TCGA-FY-A4B3-01,THCA,non-glioma,9.7663
TCGA-DJ-A13R-01,THCA,non-glioma,10.4108
TCGA-DJ-A3VE-01,THCA,non-glioma,10.2842
TCGA-DO-A2HM-01,THCA,non-glioma,9.7172
TCGA-BJ-A4O8-01,THCA,non-glioma,10.0142
TCGA-DJ-A2PP-01,THCA,non-glioma,9.0922
TCGA-L6-A4EQ-01,THCA,non-glioma,10.0813
TCGA-EM-A2OX-01,THCA,non-glioma,10.1372
TCGA-EM-A2P2-01,THCA,non-glioma,10.1139
TCGA-BJ-A45H-01,THCA,non-glioma,10.0432
TCGA-J8-A42S-01,THCA,non-glioma,9.1833
TCGA-DJ-A1QQ-01,THCA,non-glioma,9.8258
TCGA-DJ-A1QM-01,THCA,non-glioma,10.0559
TCGA-EL-A3TA-01,THCA,non-glioma,10.603
TCGA-ET-A3BS-01,THCA,non-glioma,9.9569
TCGA-EL-A4KD-01,THCA,non-glioma,10.0236
TCGA-EM-A3AR-01,THCA,non-glioma,10.0709
TCGA-KS-A4I3-01,THCA,non-glioma,10.342
TCGA-DJ-A3VG-01,THCA,non-glioma,10.32
TCGA-EL-A3CV-01,THCA,non-glioma,9.2962
TCGA-EM-A3FO-01,THCA,non-glioma,10.7716
TCGA-EM-A3O9-01,THCA,non-glioma,9.9092
TCGA-EL-A3D1-01,THCA,non-glioma,11.4467
TCGA-EM-A3AJ-01,THCA,non-glioma,10.2107
TCGA-ET-A2MZ-01,THCA,non-glioma,8.9922
TCGA-ET-A39O-01,THCA,non-glioma,10.2374
TCGA-J8-A3O2-01,THCA,non-glioma,10.2289
TCGA-J8-A3YH-01,THCA,non-glioma,10.3087
TCGA-DJ-A3VL-01,THCA,non-glioma,10.5903
TCGA-ET-A40Q-01,THCA,non-glioma,10.2645
TCGA-J8-A3O0-01,THCA,non-glioma,9.5534
TCGA-E3-A3DY-01,THCA,non-glioma,9.5031
TCGA-IM-A4EB-01,THCA,non-glioma,10.669
TCGA-BJ-A0ZJ-01,THCA,non-glioma,10.5764
TCGA-BJ-A45D-01,THCA,non-glioma,11.0678
TCGA-EL-A3T8-01,THCA,non-glioma,10.2755
TCGA-EM-A22Q-01,THCA,non-glioma,12.3092
TCGA-EM-A3SY-01,THCA,non-glioma,9.8175
TCGA-EL-A3ZT-01,THCA,non-glioma,10.0712
TCGA-EM-A4FU-01,THCA,non-glioma,10.7304
TCGA-MK-A4N6-01,THCA,non-glioma,9.4703
TCGA-ET-A39M-01,THCA,non-glioma,11.1292
TCGA-BJ-A45K-01,THCA,non-glioma,10.029
TCGA-EM-A2P0-01,THCA,non-glioma,9.6473
TCGA-EM-A2P1-01,THCA,non-glioma,9.2006
TCGA-FE-A236-01,THCA,non-glioma,9.649
TCGA-CE-A485-01,THCA,non-glioma,10.1598
TCGA-CE-A3MD-01,THCA,non-glioma,10.2427
TCGA-EM-A1CU-01,THCA,non-glioma,9.7307
TCGA-EM-A2CL-01,THCA,non-glioma,10.2624
TCGA-BJ-A18Y-01,THCA,non-glioma,10.1065
TCGA-FY-A3BL-01,THCA,non-glioma,10.3515
TCGA-DE-A4M9-01,THCA,non-glioma,10.3139
TCGA-EL-A3CY-01,THCA,non-glioma,9.9729
TCGA-EM-A2CK-01,THCA,non-glioma,10.0425
TCGA-EM-A4FR-01,THCA,non-glioma,11.268
TCGA-ET-A3BU-01,THCA,non-glioma,9.2881
TCGA-DJ-A2PR-01,THCA,non-glioma,9.2733
TCGA-ET-A2MX-01,THCA,non-glioma,10.0887
TCGA-DJ-A2PQ-01,THCA,non-glioma,10.1806
TCGA-H2-A2K9-01,THCA,non-glioma,9.4532
TCGA-ET-A3BX-01,THCA,non-glioma,10.0025
TCGA-DJ-A3VJ-01,THCA,non-glioma,9.6051
TCGA-FY-A3ON-01,THCA,non-glioma,9.7765
TCGA-EL-A3ZP-01,THCA,non-glioma,10.0568
TCGA-FE-A3PA-01,THCA,non-glioma,11.0159
TCGA-EL-A3ZG-01,THCA,non-glioma,10.7351
TCGA-IM-A3U2-01,THCA,non-glioma,10.5555
TCGA-EL-A3CW-01,THCA,non-glioma,10.077
TCGA-EM-A3AQ-01,THCA,non-glioma,10.9229
TCGA-EM-A3O3-01,THCA,non-glioma,10.6584
TCGA-ET-A39I-01,THCA,non-glioma,9.9859000000000009
TCGA-BJ-A28V-01,THCA,non-glioma,10.0424
TCGA-DE-A4MB-01,THCA,non-glioma,9.7149
TCGA-EL-A3ZO-01,THCA,non-glioma,10.0791
TCGA-EL-A3CR-01,THCA,non-glioma,10.6746
TCGA-EL-A3CT-01,THCA,non-glioma,7.0168
TCGA-EL-A3ZQ-01,THCA,non-glioma,12.6457
TCGA-EM-A2CO-01,THCA,non-glioma,10.3437
TCGA-DJ-A3V5-01,THCA,non-glioma,9.9117
TCGA-E8-A418-01,THCA,non-glioma,10.0858
TCGA-4C-A93U-01,THCA,non-glioma,9.908
TCGA-EM-A1YA-01,THCA,non-glioma,10.6498
TCGA-EM-A1YB-01,THCA,non-glioma,9.981
TCGA-ET-A39P-01,THCA,non-glioma,9.7443
TCGA-EL-A3GQ-01,THCA,non-glioma,9.6172
TCGA-EL-A3GU-01,THCA,non-glioma,9.5299
TCGA-ET-A2MY-01,THCA,non-glioma,10.3708
TCGA-EM-A1YC-01,THCA,non-glioma,9.9822
TCGA-EM-A3FP-01,THCA,non-glioma,10.1973
TCGA-DJ-A2PN-01,THCA,non-glioma,9.7412
TCGA-DJ-A2PT-01,THCA,non-glioma,10.4621
TCGA-DJ-A2QC-01,THCA,non-glioma,11.2754
TCGA-DJ-A3UZ-01,THCA,non-glioma,10.5351
TCGA-EL-A3CL-01,THCA,non-glioma,10.0102
TCGA-EL-A3CU-01,THCA,non-glioma,9.3035
TCGA-BJ-A3PR-01,THCA,non-glioma,9.3391
TCGA-EL-A3T9-01,THCA,non-glioma,9.7115
TCGA-DJ-A3VM-01,THCA,non-glioma,10.0957
TCGA-DJ-A4UL-01,THCA,non-glioma,11.2602
TCGA-EL-A4K1-01,THCA,non-glioma,10.389
TCGA-EM-A22N-01,THCA,non-glioma,9.8656
TCGA-ET-A3DV-01,THCA,non-glioma,10.3172
TCGA-J8-A4HY-01,THCA,non-glioma,9.9445
TCGA-BJ-A0ZA-01,THCA,non-glioma,9.9399
TCGA-EM-A3AI-01,THCA,non-glioma,10.3287
TCGA-EL-A3H1-01,THCA,non-glioma,10.2287
TCGA-EL-A3MX-01,THCA,non-glioma,10.5715
TCGA-FY-A3R9-01,THCA,non-glioma,10.0667
TCGA-FY-A3W9-01,THCA,non-glioma,9.112
TCGA-DE-A0XZ-01,THCA,non-glioma,9.8783
TCGA-DJ-A2Q9-01,THCA,non-glioma,9.3691
TCGA-EL-A3GV-01,THCA,non-glioma,9.5488
TCGA-BJ-A3F0-01,THCA,non-glioma,10.6424
TCGA-EL-A3CM-01,THCA,non-glioma,10.2964
TCGA-EM-A2OV-01,THCA,non-glioma,10.1274
TCGA-EM-A4FV-01,THCA,non-glioma,9.4354
TCGA-FY-A3I5-01,THCA,non-glioma,9.6229
TCGA-FY-A3YR-01,THCA,non-glioma,9.996
TCGA-BJ-A0ZE-01,THCA,non-glioma,9.6753
TCGA-DJ-A1QI-01,THCA,non-glioma,9.6422
TCGA-EM-A3FL-01,THCA,non-glioma,10.1026
TCGA-DJ-A1QE-01,THCA,non-glioma,9.8294
TCGA-EL-A3CS-01,THCA,non-glioma,9.9749
TCGA-EM-A3AK-01,THCA,non-glioma,10.0208
TCGA-EM-A3ST-01,THCA,non-glioma,11.2139
TCGA-FY-A3R8-01,THCA,non-glioma,9.6112
TCGA-FY-A4B4-01,THCA,non-glioma,10.0501
TCGA-DE-A4M8-01,THCA,non-glioma,9.6945
TCGA-DJ-A1QF-01,THCA,non-glioma,9.4761
TCGA-DJ-A2Q3-01,THCA,non-glioma,10.1594
TCGA-FE-A22Z-01,THCA,non-glioma,10.1226
TCGA-FK-A3SD-01,THCA,non-glioma,10.5233
TCGA-FY-A2QD-01,THCA,non-glioma,9.1754
TCGA-FY-A3TY-01,THCA,non-glioma,10.1186
TCGA-KS-A4I7-01,THCA,non-glioma,10.4642
TCGA-DE-A0Y3-01,THCA,non-glioma,9.8077
TCGA-DJ-A3V4-01,THCA,non-glioma,9.6445
TCGA-DJ-A3VF-01,THCA,non-glioma,10.1296
TCGA-ET-A3BT-01,THCA,non-glioma,10.4153
TCGA-BJ-A45F-01,THCA,non-glioma,10.3767
TCGA-EM-A4FM-01,THCA,non-glioma,10.6766
TCGA-J8-A4HW-01,THCA,non-glioma,10.0393
TCGA-DE-A69K-01,THCA,non-glioma,9.6217
TCGA-DJ-A1QH-01,THCA,non-glioma,10.0749
TCGA-IM-A3ED-01,THCA,non-glioma,9.3897
TCGA-L6-A4EU-01,THCA,non-glioma,10.6595
TCGA-BJ-A0Z9-01,THCA,non-glioma,9.7986
TCGA-DJ-A2Q0-01,THCA,non-glioma,10.286
TCGA-DJ-A2Q2-01,THCA,non-glioma,9.7859
TCGA-DJ-A3V3-01,THCA,non-glioma,10.3391
TCGA-E8-A3X7-01,THCA,non-glioma,10.7311
TCGA-E8-A432-01,THCA,non-glioma,9.9023
TCGA-E8-A437-01,THCA,non-glioma,11.0554
TCGA-EL-A3H5-01,THCA,non-glioma,9.5477
TCGA-FY-A3R6-01,THCA,non-glioma,9.7189
TCGA-DJ-A2QA-01,THCA,non-glioma,12.0837
TCGA-E8-A242-01,THCA,non-glioma,9.6791
TCGA-E8-A434-01,THCA,non-glioma,10.5564
TCGA-EM-A22J-01,THCA,non-glioma,9.5775
TCGA-ET-A25G-01,THCA,non-glioma,9.5221
TCGA-DJ-A2PX-01,THCA,non-glioma,9.9399
TCGA-E3-A3DZ-01,THCA,non-glioma,9.7342
TCGA-EL-A3MW-01,THCA,non-glioma,10.1067
TCGA-EL-A3T2-01,THCA,non-glioma,9.8092
TCGA-EL-A4JZ-01,THCA,non-glioma,9.5978
TCGA-EM-A1CS-01,THCA,non-glioma,9.8441
TCGA-EM-A3FR-01,THCA,non-glioma,10.6191
TCGA-EM-A3OA-01,THCA,non-glioma,10.1438
TCGA-ET-A39T-01,THCA,non-glioma,10.3175
TCGA-FY-A40L-01,THCA,non-glioma,10.0485
TCGA-FY-A40N-01,THCA,non-glioma,10.1568
TCGA-IM-A3U3-01,THCA,non-glioma,9.9958
TCGA-KS-A4ID-01,THCA,non-glioma,10.1577
TCGA-BJ-A192-01,THCA,non-glioma,10.472
TCGA-EL-A4K0-01,THCA,non-glioma,9.2275
TCGA-EM-A3O6-01,THCA,non-glioma,10.3876
TCGA-H2-A26U-01,THCA,non-glioma,9.8289
TCGA-J8-A3YG-01,THCA,non-glioma,9.723
TCGA-DJ-A2PV-01,THCA,non-glioma,9.2955
TCGA-DJ-A2QB-01,THCA,non-glioma,10.0038
TCGA-E8-A436-01,THCA,non-glioma,9.7106
TCGA-EL-A3N3-01,THCA,non-glioma,9.7314
TCGA-EM-A1YD-01,THCA,non-glioma,8.2071
TCGA-ET-A2N4-01,THCA,non-glioma,10.0951
TCGA-BJ-A0ZH-01,THCA,non-glioma,9.879
TCGA-DE-A4MA-01,THCA,non-glioma,11.8163
TCGA-DJ-A13P-01,THCA,non-glioma,10.0155
TCGA-DJ-A2PU-01,THCA,non-glioma,10.3877
TCGA-DJ-A2Q7-01,THCA,non-glioma,10.6138
TCGA-DJ-A3VI-01,THCA,non-glioma,9.9041
TCGA-E8-A2EA-01,THCA,non-glioma,10.3395
TCGA-EM-A22I-01,THCA,non-glioma,9.4573
TCGA-FY-A3WA-01,THCA,non-glioma,8.9177
TCGA-J8-A3NZ-01,THCA,non-glioma,9.4882
TCGA-BJ-A3PT-01,THCA,non-glioma,10.1385
TCGA-BJ-A45I-01,THCA,non-glioma,10.3084
TCGA-BJ-A4O9-01,THCA,non-glioma,9.645
TCGA-CE-A3ME-01,THCA,non-glioma,10.1248
TCGA-DJ-A13X-01,THCA,non-glioma,10.0087
TCGA-DJ-A3UN-01,THCA,non-glioma,10.5624
TCGA-DJ-A3UR-01,THCA,non-glioma,10.5543
TCGA-E8-A416-01,THCA,non-glioma,10.2897
TCGA-EL-A3D6-01,THCA,non-glioma,10.4452
TCGA-ET-A25R-01,THCA,non-glioma,9.8468
TCGA-ET-A2N0-01,THCA,non-glioma,11.6634
TCGA-ET-A4KN-01,THCA,non-glioma,11.7652
TCGA-FY-A40M-01,THCA,non-glioma,10.1281
TCGA-DJ-A3UW-01,THCA,non-glioma,10.1602
TCGA-DJ-A3V9-01,THCA,non-glioma,9.5096
TCGA-E8-A44K-01,THCA,non-glioma,10.5421
TCGA-EL-A3CP-01,THCA,non-glioma,9.8672
TCGA-FK-A3SH-01,THCA,non-glioma,10.3904
TCGA-FY-A3R7-01,THCA,non-glioma,10.1352
TCGA-QD-A8IV-01,THCA,non-glioma,9.6957
TCGA-BJ-A191-01,THCA,non-glioma,9.9437
TCGA-DE-A3KN-01,THCA,non-glioma,10.2996
TCGA-DJ-A3UU-01,THCA,non-glioma,9.8174
TCGA-E3-A3E3-01,THCA,non-glioma,9.8772
TCGA-EM-A2CJ-01,THCA,non-glioma,10.6671
TCGA-EM-A4FN-01,THCA,non-glioma,10.7758
TCGA-KS-A4I5-01,THCA,non-glioma,10.7028
TCGA-L6-A4ET-01,THCA,non-glioma,10.8848
TCGA-BJ-A45G-01,THCA,non-glioma,10.012
TCGA-DJ-A4V4-01,THCA,non-glioma,10.9156
TCGA-ET-A39K-01,THCA,non-glioma,11.2329
TCGA-FY-A3NM-01,THCA,non-glioma,9.3771
TCGA-FY-A3NN-01,THCA,non-glioma,9.4784
TCGA-EL-A3CN-01,THCA,non-glioma,9.8667
TCGA-EL-A3T7-01,THCA,non-glioma,10.5669
TCGA-EL-A3TB-01,THCA,non-glioma,10.193
TCGA-EM-A1YE-01,THCA,non-glioma,10.6192
TCGA-EM-A2CU-01,THCA,non-glioma,10.2957
TCGA-EM-A2P3-01,THCA,non-glioma,9.3452
TCGA-ET-A3BV-01,THCA,non-glioma,9.9141
TCGA-J8-A3YD-01,THCA,non-glioma,9.2014
TCGA-KS-A41I-01,THCA,non-glioma,11.4852
TCGA-BJ-A28Z-01,THCA,non-glioma,9.9749
TCGA-BJ-A45E-01,THCA,non-glioma,10.0145
TCGA-DJ-A2PY-01,THCA,non-glioma,9.3739
TCGA-DJ-A3UX-01,THCA,non-glioma,10.3872
TCGA-E3-A3E1-01,THCA,non-glioma,9.9047
TCGA-EL-A3H4-01,THCA,non-glioma,9.4919
TCGA-EL-A3ZR-01,THCA,non-glioma,10.1271
TCGA-EM-A22K-01,THCA,non-glioma,10.227
TCGA-EM-A2OY-01,THCA,non-glioma,10.1171
TCGA-EM-A3O7-01,THCA,non-glioma,9.742
TCGA-ET-A2N5-01,THCA,non-glioma,10.3313
TCGA-FY-A40K-01,THCA,non-glioma,9.7002
TCGA-KS-A4I9-01,THCA,non-glioma,10.1576
TCGA-DJ-A3UM-01,THCA,non-glioma,10.0832
TCGA-DJ-A3UQ-01,THCA,non-glioma,10.0898
TCGA-E8-A414-01,THCA,non-glioma,9.7484
TCGA-EL-A3T0-01,THCA,non-glioma,10.2041
TCGA-EM-A3AL-01,THCA,non-glioma,10.0645
TCGA-ET-A4KQ-01,THCA,non-glioma,9.9112
TCGA-KS-A4IC-01,THCA,non-glioma,10.6052
TCGA-DE-A2OL-01,THCA,non-glioma,9.9325
TCGA-DJ-A2Q1-01,THCA,non-glioma,10.8437
TCGA-DJ-A3V2-01,THCA,non-glioma,10.3069
TCGA-DJ-A3V7-01,THCA,non-glioma,10.6211
TCGA-ET-A3BO-01,THCA,non-glioma,9.249
TCGA-FE-A232-01,THCA,non-glioma,9.9421
TCGA-DE-A4MC-01,THCA,non-glioma,10.0279
TCGA-DJ-A3UT-01,THCA,non-glioma,10.5831
TCGA-EL-A4K2-01,THCA,non-glioma,10.0248
TCGA-EM-A3SU-01,THCA,non-glioma,10.9584
TCGA-ET-A3DP-01,THCA,non-glioma,9.6647
TCGA-ET-A3DQ-01,THCA,non-glioma,9.8539
TCGA-FK-A3S3-01,THCA,non-glioma,10.4301
TCGA-BJ-A2N9-01,THCA,non-glioma,11.1142
TCGA-DJ-A1QN-01,THCA,non-glioma,9.9289
TCGA-EL-A3ZH-01,THCA,non-glioma,9.8288
TCGA-EM-A3FN-01,THCA,non-glioma,10.8474
TCGA-EM-A3SZ-01,THCA,non-glioma,9.6294
TCGA-EM-A4FQ-01,THCA,non-glioma,10.0311
TCGA-ET-A3DR-01,THCA,non-glioma,9.5577
TCGA-IM-A41Y-01,THCA,non-glioma,10.3586
TCGA-CE-A481-01,THCA,non-glioma,10.1913
TCGA-EL-A3GX-01,THCA,non-glioma,9.9391
TCGA-EL-A3ZK-01,THCA,non-glioma,10.3665
TCGA-EL-A4JV-01,THCA,non-glioma,10.2683
TCGA-H2-A3RH-01,THCA,non-glioma,10.0793
TCGA-KS-A4IB-01,THCA,non-glioma,9.9318
TCGA-L6-A4EP-01,THCA,non-glioma,11.2719
TCGA-MK-A4N9-01,THCA,non-glioma,10.1947
TCGA-DJ-A2PS-01,THCA,non-glioma,9.8972
TCGA-EL-A3GY-01,THCA,non-glioma,10.0629
TCGA-EM-A2CQ-01,THCA,non-glioma,9.862
TCGA-EM-A4FF-01,THCA,non-glioma,10.4115
TCGA-ET-A25J-01,THCA,non-glioma,9.4012
TCGA-H2-A422-01,THCA,non-glioma,10.0509
TCGA-BJ-A45J-01,THCA,non-glioma,9.9259
TCGA-DJ-A3VA-01,THCA,non-glioma,10.1226
TCGA-E8-A415-01,THCA,non-glioma,10.1027
TCGA-EM-A1CW-01,THCA,non-glioma,10.5082
TCGA-IM-A420-01,THCA,non-glioma,10.4512
TCGA-KS-A41L-01,THCA,non-glioma,11.2527
TCGA-BJ-A28R-01,THCA,non-glioma,9.8812
TCGA-DJ-A2Q6-01,THCA,non-glioma,9.4684
TCGA-DJ-A3UP-01,THCA,non-glioma,9.9141
TCGA-DJ-A4V2-01,THCA,non-glioma,9.5682
TCGA-E8-A413-01,THCA,non-glioma,10.3503
TCGA-E8-A417-01,THCA,non-glioma,10.2495
TCGA-EL-A3T1-01,THCA,non-glioma,9.4876
TCGA-EL-A4JW-01,THCA,non-glioma,9.6303
TCGA-CE-A484-01,THCA,non-glioma,11.3392
TCGA-DJ-A13T-01,THCA,non-glioma,10.0688
TCGA-DJ-A3US-01,THCA,non-glioma,9.4682
TCGA-EL-A3CZ-01,THCA,non-glioma,9.4418
TCGA-EL-A3GS-01,THCA,non-glioma,9.1122
TCGA-EL-A3GW-01,THCA,non-glioma,9.6134
TCGA-EM-A2OW-01,THCA,non-glioma,10.0567
TCGA-ET-A25I-01,THCA,non-glioma,10.212
TCGA-FE-A3PC-01,THCA,non-glioma,11.179
TCGA-KS-A41F-01,THCA,non-glioma,12.3298
TCGA-KS-A4I1-01,THCA,non-glioma,11.4395
TCGA-DE-A7U5-01,THCA,non-glioma,9.1474
TCGA-DJ-A4UR-01,THCA,non-glioma,10.9172
TCGA-DJ-A4V0-01,THCA,non-glioma,10.0059
TCGA-EL-A3H7-01,THCA,non-glioma,10.1637
TCGA-EL-A4KH-01,THCA,non-glioma,11.4572
TCGA-EM-A3AN-01,THCA,non-glioma,10.515
TCGA-ET-A25K-01,THCA,non-glioma,9.9869
TCGA-DJ-A3UK-01,THCA,non-glioma,10.3286
TCGA-EL-A3H8-01,THCA,non-glioma,9.2747
TCGA-EL-A4KG-01,THCA,non-glioma,10.6982
TCGA-ET-A25O-01,THCA,non-glioma,10.0041
TCGA-ET-A39N-01,THCA,non-glioma,10.7317
TCGA-BJ-A28T-01,THCA,non-glioma,9.374
TCGA-CE-A483-01,THCA,non-glioma,10.1503
TCGA-DE-A69J-01,THCA,non-glioma,9.9496
TCGA-DJ-A4UW-01,THCA,non-glioma,10.8829
TCGA-E3-A3E0-01,THCA,non-glioma,10.1516
TCGA-E3-A3E2-01,THCA,non-glioma,10.4845
TCGA-EL-A3GZ-01,THCA,non-glioma,10.4779
TCGA-EL-A3T6-01,THCA,non-glioma,9.1332
TCGA-EL-A3ZL-01,THCA,non-glioma,11.0068
TCGA-ET-A2N3-01,THCA,non-glioma,11.2757
TCGA-ET-A3BP-01,THCA,non-glioma,10.7888
TCGA-FY-A3I4-01,THCA,non-glioma,10.487
TCGA-H2-A421-01,THCA,non-glioma,10.0796
TCGA-BJ-A0Z3-01,THCA,non-glioma,10.4072
TCGA-EL-A4K4-01,THCA,non-glioma,10.0497
TCGA-EM-A22L-01,THCA,non-glioma,9.6522
TCGA-EM-A3O8-01,THCA,non-glioma,10.0448
TCGA-EM-A3OB-01,THCA,non-glioma,9.9037
TCGA-EM-A4FK-01,THCA,non-glioma,9.8235
TCGA-ET-A3BN-01,THCA,non-glioma,9.7212
TCGA-ET-A3DO-01,THCA,non-glioma,9.9972
TCGA-ET-A3DS-01,THCA,non-glioma,9.6125
TCGA-FE-A3PB-01,THCA,non-glioma,10.7146
TCGA-GE-A2C6-01,THCA,non-glioma,10.2247
TCGA-J8-A3O1-01,THCA,non-glioma,9.4246
TCGA-BJ-A28X-01,THCA,non-glioma,9.7337
TCGA-DJ-A3UY-01,THCA,non-glioma,10.1634
TCGA-DJ-A3VD-01,THCA,non-glioma,9.7203
TCGA-DJ-A4UT-01,THCA,non-glioma,10.1882
TCGA-EM-A1CV-01,THCA,non-glioma,9.4195
TCGA-ET-A40P-01,THCA,non-glioma,11.3396
TCGA-IM-A3EB-01,THCA,non-glioma,9.5311
TCGA-EL-A3GO-01,THCA,non-glioma,9.2581
TCGA-EL-A3GR-01,THCA,non-glioma,9.1862
TCGA-EL-A4JX-01,THCA,non-glioma,9.5848
TCGA-EM-A3AP-01,THCA,non-glioma,9.8471
TCGA-FK-A3SE-01,THCA,non-glioma,10.1804
TCGA-J8-A3YE-01,THCA,non-glioma,10.3611
TCGA-BJ-A2N7-01,THCA,non-glioma,10.6076
TCGA-BJ-A2N8-01,THCA,non-glioma,10.1526
TCGA-CE-A13K-01,THCA,non-glioma,9.8643
TCGA-DE-A0Y2-01,THCA,non-glioma,8.9718
TCGA-DO-A1K0-01,THCA,non-glioma,9.7036
TCGA-E8-A419-01,THCA,non-glioma,9.9169
TCGA-EM-A3FK-01,THCA,non-glioma,8.8351
TCGA-ET-A3BW-01,THCA,non-glioma,10.0477
TCGA-FE-A230-01,THCA,non-glioma,9.2098
TCGA-BJ-A2P4-01,THCA,non-glioma,10.6263
TCGA-H2-A3RI-01,THCA,non-glioma,10.0015
TCGA-CE-A27D-01,THCA,non-glioma,10.4452
TCGA-DJ-A13M-01,THCA,non-glioma,10.7199
TCGA-DJ-A3V8-01,THCA,non-glioma,10.4879
TCGA-EL-A3ZN-01,THCA,non-glioma,9.8348
TCGA-EM-A3SX-01,THCA,non-glioma,10.2596
TCGA-FK-A3SB-01,THCA,non-glioma,10.0894
TCGA-KS-A41J-01,THCA,non-glioma,11.0207
TCGA-CE-A482-01,THCA,non-glioma,10.0889
TCGA-ET-A39S-01,THCA,non-glioma,10.2673
TCGA-ET-A3BQ-01,THCA,non-glioma,10.2581
TCGA-FE-A23A-01,THCA,non-glioma,10.5172
TCGA-EM-A2CP-01,THCA,non-glioma,9.4831
TCGA-EM-A4G1-01,THCA,non-glioma,9.9505
TCGA-ET-A40T-01,THCA,non-glioma,9.4109
TCGA-FE-A234-01,THCA,non-glioma,9.9159
TCGA-FE-A235-01,THCA,non-glioma,10.9637
TCGA-E8-A433-01,THCA,non-glioma,11.2175
TCGA-EL-A3N2-01,THCA,non-glioma,9.3325
TCGA-EM-A3FJ-01,THCA,non-glioma,9.8915
TCGA-ET-A39R-01,THCA,non-glioma,9.3422
TCGA-DO-A1JZ-01,THCA,non-glioma,10.0557
TCGA-E8-A438-01,THCA,non-glioma,10.4871
TCGA-E8-A44M-01,THCA,non-glioma,10.067
TCGA-ET-A39J-01,THCA,non-glioma,10.3812
TCGA-ET-A3DT-01,THCA,non-glioma,9.6856
TCGA-EL-A3CX-01,THCA,non-glioma,10.9164
TCGA-EL-A3ZS-01,THCA,non-glioma,9.5078
TCGA-DJ-A13V-01,THCA,non-glioma,9.9907
TCGA-ET-A3DU-01,THCA,non-glioma,10.2464
TCGA-FK-A3SG-01,THCA,non-glioma,10.594
TCGA-FY-A3RA-01,THCA,non-glioma,9.4037
TCGA-DJ-A1QD-01,THCA,non-glioma,9.5095
TCGA-EM-A2CT-01,THCA,non-glioma,10.1201
TCGA-ET-A39L-01,THCA,non-glioma,9.8479
TCGA-MK-A4N7-01,THCA,non-glioma,10.1331
TCGA-DJ-A13S-01,THCA,non-glioma,9.6168
TCGA-EL-A3H3-01,THCA,non-glioma,9.7261
TCGA-EM-A3FQ-01,THCA,non-glioma,10.4284
TCGA-FE-A237-01,THCA,non-glioma,9.4523
TCGA-FE-A233-01,THCA,non-glioma,9.4016
TCGA-FE-A3PD-01,THCA,non-glioma,9.7713
TCGA-DJ-A4UP-01,THCA,non-glioma,9.9224
TCGA-XM-A8RI-01,THYM,non-glioma,11.1515
TCGA-XU-A92Z-01,THYM,non-glioma,10.3556
TCGA-XM-AAZ2-01,THYM,non-glioma,11.3717
TCGA-ZB-A96H-01,THYM,non-glioma,11.084
TCGA-ZB-A96P-01,THYM,non-glioma,10.9856
TCGA-3Q-A9WF-01,THYM,non-glioma,11.576
TCGA-ZB-A964-01,THYM,non-glioma,10.338
TCGA-YT-A95H-01,THYM,non-glioma,10.8562
TCGA-ZB-A961-01,THYM,non-glioma,12.0672
TCGA-ZB-A96K-01,THYM,non-glioma,10.2456
TCGA-4V-A9QI-01,THYM,non-glioma,11.406
TCGA-X7-A8DJ-01,THYM,non-glioma,10.3373
TCGA-5V-A9RR-01,THYM,non-glioma,12.7606
TCGA-XH-A853-01,THYM,non-glioma,11.1022
TCGA-XM-A8RC-01,THYM,non-glioma,12.0308
TCGA-XM-A8RG-01,THYM,non-glioma,9.336
TCGA-XU-A92U-01,THYM,non-glioma,10.6315
TCGA-3G-AB0Q-01,THYM,non-glioma,11.5332
TCGA-4V-A9QJ-01,THYM,non-glioma,11.821
TCGA-XM-AAZ3-01,THYM,non-glioma,10.2251
TCGA-ZB-A962-01,THYM,non-glioma,10.339
TCGA-3S-A8YW-01,THYM,non-glioma,10.4389
TCGA-XU-A92O-01,THYM,non-glioma,12.0654
TCGA-XU-AAXZ-01,THYM,non-glioma,13.7846
TCGA-ZC-AAA7-01,THYM,non-glioma,11.8853
TCGA-4V-A9QW-01,THYM,non-glioma,12.5532
TCGA-5U-AB0E-01,THYM,non-glioma,12.6945
TCGA-XU-A92W-01,THYM,non-glioma,11.2786
TCGA-ZL-A9V6-01,THYM,non-glioma,10.3803
TCGA-ZB-A96E-01,THYM,non-glioma,11.5315
